Date,Country,Plastic_Waste_Tons,Burned_Waste_Tons,Population_Affected
12/04/2023,Brazil,2421.84,2158.2,84227
12/04/2023,India,1387.25,1741.1,60169
13/04/2023,Indonesia,2016.17,268.11,69305
13/04/2023,Germany,1626.41,560.85,94952
15/04/2023,China,200.01,211.58,82400
16/04/2023,Mexico,2412.72,781.91,40139
16/04/2023,Nigeria,1349.95,1152.38,58374
17/04/2023,USA,1858.1,1462.9,58414
17/04/2023,India,2898.64,1799.13,63272
17/04/2023,China,1585.99,755,2091
18/04/2023,Mexico,2271.35,392.16,56675
18/04/2023,China,618.22,70.7,39752
19/04/2023,Germany,3829.82,1372.64,23081
20/04/2023,Mexico,1150.54,2202.28,90672
20/04/2023,USA,2703.91,384.25,40692
20/04/2023,India,4609.41,1215.78,12593
21/04/2023,Germany,2121.04,2993.74,46547
21/04/2023,India,6688.35,1524.11,47803
22/04/2023,Russia,2275.52,223.56,75499
22/04/2023,Philippines,1542.6,303.56,41714
23/04/2023,Philippines,4533.57,870.39,13895
24/04/2023,USA,2106.17,971.59,18209
26/04/2023,Germany,1321.78,939.78,69224
26/04/2023,Indonesia,642.78,2252.23,85073
27/04/2023,Philippines,1542.23,1079.9,79235
27/04/2023,Mexico,3174.38,877.98,65030
27/04/2023,USA,763.2,718.4,29086
28/04/2023,Indonesia,3885.77,360.43,40318
29/04/2023,Brazil,2881.04,372.11,6574
30/04/2023,Nigeria,2148.84,3932.68,21924
30/04/2023,Nigeria,631.66,1128.69,22584
01/05/2023,Russia,1694.33,1900.28,40930
01/05/2023,China,1932.91,457.32,68728
01/05/2023,China,510.2,520.55,47620
02/05/2023,Philippines,840.28,656.46,5321
03/05/2023,India,737.12,1040.89,13599
03/05/2023,Mexico,1364.25,454.15,41403
03/05/2023,Philippines,1122.95,210.76,67616
04/05/2023,Russia,2323.42,2051.79,29522
05/05/2023,Russia,957.5,492.95,12336
05/05/2023,China,2421.54,1499.5,23765
05/05/2023,USA,1458.08,1199.76,1447
05/05/2023,Nigeria,2137.73,504.13,19585
05/05/2023,Mexico,1707.53,562.39,30253
06/05/2023,India,1522.89,1072.29,97303
06/05/2023,Germany,4645.21,644.36,87448
06/05/2023,Brazil,1213.72,664.81,99057
07/05/2023,USA,4235.43,856.58,1994
07/05/2023,Mexico,953.49,966.59,51964
07/05/2023,Philippines,1514.01,699.44,73220
07/05/2023,Mexico,1333.42,1418.77,59705
08/05/2023,Mexico,677.44,1043.74,16944
08/05/2023,Russia,1022.76,2856.35,40103
08/05/2023,China,2367.53,3720.35,51966
09/05/2023,India,2476.07,844.99,75809
09/05/2023,Germany,1570.88,1354.96,33421
09/05/2023,Philippines,4751.7,2927.84,70779
09/05/2023,Brazil,1971.86,702.43,49272
11/05/2023,Brazil,1504.24,279.56,92163
12/05/2023,Nigeria,2690.75,339.01,55380
12/05/2023,Brazil,1547.67,178.22,34666
14/05/2023,India,1334.24,754.71,6045
14/05/2023,China,1796.5,858.1,38818
17/05/2023,Brazil,640.14,242.65,83470
18/05/2023,Philippines,307.31,846.76,18526
18/05/2023,USA,1350.05,1145.04,66039
18/05/2023,Brazil,2158.03,751.53,22956
19/05/2023,Mexico,2279.09,491.7,24627
19/05/2023,Brazil,2461.55,463.16,4684
19/05/2023,USA,814.7,1472.92,80354
20/05/2023,Mexico,2268.25,1499.77,50146
21/05/2023,Philippines,1309.68,1072.22,9684
21/05/2023,India,1354.39,1538.91,39017
23/05/2023,USA,695.8,804.1,77618
23/05/2023,India,3461.4,360.18,4711
24/05/2023,Indonesia,5328.47,702.92,69300
24/05/2023,Philippines,661.76,166.45,92036
24/05/2023,Nigeria,1025.24,3468.22,5517
24/05/2023,Indonesia,182,3457.98,92820
25/05/2023,USA,4604.57,1427.39,80196
25/05/2023,USA,3467.08,982.76,85520
26/05/2023,Philippines,916.36,943.65,15571
26/05/2023,Mexico,1535.43,2513.53,2304
26/05/2023,Mexico,731.63,4056.05,53508
26/05/2023,India,247.84,669.95,70583
27/05/2023,USA,1530.16,94.47,96567
27/05/2023,Nigeria,959.21,904.78,36883
27/05/2023,Philippines,344.89,1114.52,46191
28/05/2023,Brazil,2333.8,2940.12,47101
28/05/2023,Philippines,1757.8,1584.82,71878
28/05/2023,Nigeria,908.31,1349.78,72791
29/05/2023,Germany,1703.68,68.86,20725
30/05/2023,Brazil,2365.41,1140.36,46154
31/05/2023,Nigeria,1092.16,426.52,55791
31/05/2023,USA,3454.67,1061.97,86277
01/06/2023,USA,1916.57,1853.5,82608
01/06/2023,Mexico,1822.77,2712.44,5295
01/06/2023,Indonesia,1072.79,1288.98,59897
02/06/2023,Philippines,336.03,187.13,60209
02/06/2023,Indonesia,4209.94,2031.94,86101
02/06/2023,Russia,1330.9,3386.34,14596
03/06/2023,Brazil,3229.17,322.67,1077
03/06/2023,USA,908.19,578.22,18809
03/06/2023,Brazil,1773.81,639.71,70957
04/06/2023,USA,1625.34,4744.23,35616
05/06/2023,Germany,2361.49,713.45,54215
05/06/2023,Indonesia,459.37,2207.35,36016
05/06/2023,Germany,1775.91,266.15,99379
06/06/2023,Brazil,1078.82,960.45,6964
06/06/2023,China,967.94,2911.72,72511
07/06/2023,Philippines,1486.51,1567.7,82157
07/06/2023,USA,2443.02,1551,85356
08/06/2023,Russia,1311.27,950.5,50303
09/06/2023,Philippines,2254.85,1068.48,57490
10/06/2023,Indonesia,2885.23,605.14,17280
12/06/2023,Russia,1887.9,2914.73,45270
12/06/2023,Philippines,2771.95,789.87,13331
13/06/2023,Indonesia,1998.03,2166.86,3210
13/06/2023,Philippines,692.97,2325.54,41028
13/06/2023,Nigeria,1152.4,1013.35,55631
13/06/2023,Brazil,2180.77,1213.22,19197
13/06/2023,China,1054.67,3129.34,63625
14/06/2023,China,2520.54,1773.35,83976
14/06/2023,Philippines,228.28,2256,91645
14/06/2023,Brazil,3810.52,711.35,60372
14/06/2023,Germany,1069.18,817.26,70067
14/06/2023,Germany,1593.66,1578.12,68061
15/06/2023,USA,1163.3,954.22,88443
16/06/2023,China,676.35,563.42,50545
18/06/2023,China,713.57,1074.35,82111
19/06/2023,Brazil,1743.98,4126.59,4706
19/06/2023,Philippines,871.78,1136.83,65431
19/06/2023,Mexico,705,1136.69,61386
19/06/2023,Russia,691.28,1858.88,81850
20/06/2023,Nigeria,2026.91,1078.25,40412
20/06/2023,Brazil,1758.75,1673.08,79157
22/06/2023,Philippines,4685.56,1434.78,35086
22/06/2023,Germany,347.51,1372.38,23209
22/06/2023,Philippines,1314,1336.92,45767
23/06/2023,Brazil,381.86,3206.74,53442
23/06/2023,Philippines,763.54,2682.61,12847
25/06/2023,Indonesia,1328.71,545.97,59160
25/06/2023,Nigeria,4005.77,4156.17,13824
25/06/2023,Indonesia,2948.96,1268.38,8770
26/06/2023,Brazil,4459.91,931.38,47969
26/06/2023,China,2531.97,570.15,58028
27/06/2023,USA,3758.73,455.43,78410
28/06/2023,Russia,2412.26,1705.7,36651
29/06/2023,Indonesia,2670.84,3710.91,21112
29/06/2023,Brazil,2393.94,2271.77,10704
30/06/2023,USA,2759.77,945.81,12480
30/06/2023,China,517.48,1086,51428
30/06/2023,Mexico,551.48,1186.5,14425
02/07/2023,Philippines,2558.91,3771.02,50994
02/07/2023,USA,1501.83,616.08,12490
03/07/2023,Mexico,2648.35,1486.77,71330
03/07/2023,Indonesia,2705.82,2320.79,77870
04/07/2023,Philippines,2095.7,2457.17,4989
04/07/2023,Philippines,2304.79,973.11,45254
04/07/2023,Mexico,333.55,333.09,74055
04/07/2023,Brazil,1015.22,851.46,30467
05/07/2023,Brazil,4952.42,683.63,18858
06/07/2023,China,1276.46,545.11,82415
07/07/2023,Brazil,2505.81,1885.53,39835
07/07/2023,India,231.74,1408.59,77169
08/07/2023,China,2412,508.57,52537
08/07/2023,Mexico,2781.75,492.36,62650
08/07/2023,China,978.44,569.18,50045
09/07/2023,Russia,959.04,3143.73,71858
09/07/2023,China,2422.62,1158.13,82559
10/07/2023,Philippines,3678.48,838.04,16792
10/07/2023,Germany,2081.98,1503.26,37631
10/07/2023,Brazil,759.36,751.83,31177
11/07/2023,USA,2078.93,334.86,3112
12/07/2023,Philippines,2475.23,468.72,73372
12/07/2023,Russia,1645.31,369.15,13986
13/07/2023,Nigeria,1172.82,963.66,4219
13/07/2023,USA,2813.98,577.74,98792
14/07/2023,Germany,2226.34,1492.81,55655
16/07/2023,Nigeria,3920.13,983.2,58043
16/07/2023,USA,5741.84,4665.27,42578
16/07/2023,Nigeria,4422.99,2941.69,55751
17/07/2023,Philippines,354.31,3813.28,78007
17/07/2023,India,421.9,807.15,23457
18/07/2023,Nigeria,903.8,1206.5,44874
20/07/2023,Germany,2658.62,372.04,12407
20/07/2023,Brazil,1045.64,1934.96,91914
20/07/2023,Mexico,1474.16,282.97,9228
20/07/2023,Mexico,312.34,1152.99,69780
21/07/2023,Germany,1651.11,1142.46,21958
22/07/2023,India,500.41,340.53,84549
23/07/2023,India,2388.1,1346.32,61110
24/07/2023,Brazil,2025.19,101.64,32497
24/07/2023,Philippines,2096.83,826.26,94594
24/07/2023,Indonesia,353.61,483.05,86993
25/07/2023,Mexico,432.91,2129.2,25176
25/07/2023,China,1411.12,508.73,40613
25/07/2023,India,445.77,2362.28,19622
25/07/2023,India,1983.67,1304.49,9686
25/07/2023,USA,1911.52,917.09,30095
27/07/2023,Brazil,488.92,1814.43,54405
28/07/2023,Mexico,5157.31,1477.28,78369
29/07/2023,Germany,1281.5,1460.43,73735
29/07/2023,USA,4117.16,3096.27,79001
30/07/2023,Nigeria,560.89,815.06,24394
30/07/2023,Russia,2272.33,400.84,82152
30/07/2023,Indonesia,223.7,1853.37,92261
30/07/2023,Indonesia,1366.84,405.25,37654
31/07/2023,Indonesia,2187.52,1086.28,2998
01/08/2023,Philippines,1043.03,1471.09,1018
01/08/2023,Philippines,3522.22,563.84,90035
01/08/2023,India,260.64,1459.8,55527
01/08/2023,Philippines,838.61,577.23,63339
01/08/2023,China,892.27,2546.69,48525
01/08/2023,Indonesia,1685.47,354.77,94916
02/08/2023,USA,2393.68,842.34,72094
02/08/2023,China,4498.07,2294.53,56461
02/08/2023,Germany,2156.84,1833.49,13276
03/08/2023,Philippines,2356.27,2071.12,63291
03/08/2023,Mexico,2001.43,1976.93,78687
04/08/2023,Russia,2327.24,1342.49,42979
05/08/2023,Brazil,4305.66,1276.67,86507
05/08/2023,Germany,3392.65,442.43,38207
06/08/2023,Germany,3546.84,1094.12,89605
06/08/2023,Germany,699.4,753.15,61683
06/08/2023,Philippines,1918.07,2353.63,92749
06/08/2023,China,2573.99,1060.35,9424
06/08/2023,Germany,236.45,547.52,30984
07/08/2023,Germany,747.97,1739.83,91339
07/08/2023,Germany,276.17,259.57,76608
08/08/2023,Philippines,1121.85,1056.41,44408
09/08/2023,Indonesia,1958.62,1551.4,96894
09/08/2023,Nigeria,1703.31,772.45,58704
09/08/2023,India,5093.32,499.59,40423
09/08/2023,China,5638.74,1063.66,87641
09/08/2023,Russia,2039.06,1628.57,82617
10/08/2023,Indonesia,2606.77,1001.85,39345
10/08/2023,USA,5511.89,668.92,97014
10/08/2023,Philippines,1617.15,394.93,12299
10/08/2023,China,3662.46,481.83,12248
13/08/2023,USA,2739.76,2056.31,31077
13/08/2023,Brazil,669.89,1750.81,655
14/08/2023,Germany,7685.15,2042.64,13801
14/08/2023,Brazil,1183.27,1877.61,91818
14/08/2023,Philippines,978.57,2017.25,52758
15/08/2023,Germany,1754.66,751.72,27348
15/08/2023,India,2450.51,1530.58,69432
15/08/2023,Nigeria,1154.32,937.34,16963
16/08/2023,USA,2527.3,2357.38,14002
16/08/2023,Mexico,3580.37,203.42,46647
16/08/2023,China,299.53,450.29,97827
16/08/2023,Russia,158.37,176.26,83104
17/08/2023,Russia,1878.74,310.61,629
17/08/2023,Russia,1075.14,854.62,62568
18/08/2023,Brazil,6655.14,1462.79,46780
19/08/2023,Mexico,3830.87,2252.92,62519
19/08/2023,Germany,226.47,646.13,85694
19/08/2023,Philippines,1536.93,609.81,70833
19/08/2023,India,7172.51,1449.12,35233
20/08/2023,Russia,529.14,717.99,77113
20/08/2023,Indonesia,1099.71,3199.61,22856
22/08/2023,USA,5436.8,797.46,24829
23/08/2023,Russia,2813.35,1692.26,66036
23/08/2023,Brazil,1075.89,771.39,47199
23/08/2023,Brazil,2034.02,667.98,78527
23/08/2023,Mexico,2863.82,1308.5,14991
24/08/2023,Russia,1393.01,812.09,21306
24/08/2023,Philippines,892.35,3427.3,90459
25/08/2023,India,2651.5,1033.52,3771
25/08/2023,Brazil,1490.41,727.51,42206
26/08/2023,Indonesia,4976.62,1997.78,71977
26/08/2023,Indonesia,391.13,335.98,94890
27/08/2023,Mexico,2851.39,1330.17,18399
27/08/2023,Philippines,3530.32,757.72,60088
27/08/2023,Germany,1481.65,3832.75,88679
28/08/2023,USA,1027.44,662.8,29934
28/08/2023,Indonesia,804.28,3539.01,57217
28/08/2023,Philippines,3216.17,1908.53,67567
30/08/2023,Russia,827.34,300.69,78827
31/08/2023,China,4127.34,1538.99,63239
31/08/2023,USA,2764.12,4295.48,37838
31/08/2023,Mexico,3657.18,1403.99,84645
01/09/2023,China,3420.86,590.57,98760
01/09/2023,USA,4441.81,980.26,56007
02/09/2023,USA,1116.77,2287.74,2658
02/09/2023,USA,5249.82,1403.43,78450
02/09/2023,Germany,1599.92,224.4,8458
03/09/2023,Russia,123.35,1737.17,92478
04/09/2023,Brazil,1574.4,1513.97,49838
04/09/2023,India,2303.77,2249.46,5033
04/09/2023,USA,367.72,2179.71,85121
04/09/2023,Indonesia,3193.54,332.25,25553
05/09/2023,Germany,1564.62,229.54,91344
05/09/2023,Indonesia,2073.84,1572.66,10449
05/09/2023,USA,3750.87,529.05,84388
06/09/2023,Philippines,762.07,1458.18,72697
06/09/2023,India,1069.72,604.3,67325
07/09/2023,Brazil,336.78,473.96,69413
08/09/2023,Russia,1509.49,2980.66,43119
08/09/2023,Indonesia,2162.8,1468.3,11349
08/09/2023,Russia,2571.11,1704.6,40724
09/09/2023,Brazil,640.92,464.15,43239
10/09/2023,Brazil,1187.84,2597.61,27126
11/09/2023,Brazil,5707.41,80.37,75534
11/09/2023,Brazil,4636.36,960.82,22621
11/09/2023,Germany,4633.89,905.67,1121
11/09/2023,India,189.85,1086.7,30882
12/09/2023,Philippines,2484.81,1553.6,72022
13/09/2023,Indonesia,3037.19,665.07,53636
13/09/2023,USA,5222.71,721.98,34102
13/09/2023,Russia,2477.47,1051.07,33323
14/09/2023,USA,1171.6,1035.58,72512
14/09/2023,China,2265.79,1291.97,48365
14/09/2023,Russia,2359.13,1704.13,90751
15/09/2023,USA,4038.33,516.45,63491
15/09/2023,USA,1255.02,2450.4,93777
16/09/2023,Nigeria,214.11,101.76,64054
16/09/2023,Philippines,1911.46,1686.13,80489
16/09/2023,Philippines,1691.12,1173.35,41512
17/09/2023,Germany,1189.48,234.73,65912
17/09/2023,China,3655.52,1449.1,31971
17/09/2023,Philippines,2403.6,421.23,87442
17/09/2023,Nigeria,3170.08,250.33,12288
18/09/2023,India,2556.38,3032.69,33838
18/09/2023,Brazil,4673.84,1040.32,14608
18/09/2023,Brazil,916.9,720.66,47366
19/09/2023,Mexico,2117.43,1830.94,13396
19/09/2023,China,1232.64,2158.87,16436
20/09/2023,Indonesia,2236.88,2904.33,53986
20/09/2023,Nigeria,5240.37,1688.15,98014
21/09/2023,Nigeria,1617.45,643.59,16456
21/09/2023,Nigeria,1904.99,980.66,73204
21/09/2023,Russia,1570.52,708.73,83885
21/09/2023,Germany,4078.74,2045.63,62463
22/09/2023,Brazil,4038.84,3311.25,48627
22/09/2023,China,2971.46,1549.68,22096
22/09/2023,China,1494.17,968.04,8502
23/09/2023,Nigeria,932.16,206.88,11534
24/09/2023,Brazil,1070.63,5531.09,19215
24/09/2023,Indonesia,592.04,1618.56,20053
27/09/2023,USA,1084.07,2180.81,75590
27/09/2023,USA,87.3,3059.15,963
27/09/2023,Germany,2888.08,387.32,29777
28/09/2023,Germany,1854.52,4005.25,23886
29/09/2023,India,164.83,3074.88,10993
29/09/2023,Nigeria,1585.23,966.55,25794
29/09/2023,China,1015.22,365.22,55094
29/09/2023,China,887.12,2952.8,63943
30/09/2023,Philippines,584.54,2740.67,6136
30/09/2023,Nigeria,1720.59,1823.14,78411
30/09/2023,USA,697.97,1104.3,26419
01/10/2023,Mexico,1927.1,623.67,56913
02/10/2023,Russia,2775.23,1353.76,1522
02/10/2023,Indonesia,1601.03,2026.06,29963
03/10/2023,Mexico,494.42,463.32,45480
03/10/2023,Germany,971.48,4795.02,29494
03/10/2023,Mexico,448.84,1566.09,21704
03/10/2023,Philippines,2671.2,904.93,34802
04/10/2023,India,4575.21,2435.23,65560
04/10/2023,Indonesia,1009.88,1934.62,99117
04/10/2023,USA,1176.78,1432.85,64569
04/10/2023,Nigeria,1146.02,653.61,56974
05/10/2023,Germany,516.81,4815.68,79868
05/10/2023,Mexico,3797.88,3401.54,10811
05/10/2023,Philippines,3643.58,328.35,74034
06/10/2023,Indonesia,4320.34,2244.75,36327
06/10/2023,Russia,322.86,484.07,43888
07/10/2023,Brazil,153.51,2767.65,68886
07/10/2023,Russia,1343.08,1546.95,82191
08/10/2023,Brazil,2400.47,961.86,23223
08/10/2023,Mexico,1509.9,3465.39,77759
08/10/2023,Germany,2263.2,1036.16,46466
09/10/2023,Brazil,2026.35,344.39,52696
09/10/2023,Germany,2477.72,1315.67,94653
09/10/2023,India,3635.06,1366.27,9734
09/10/2023,Nigeria,2323.5,1931.58,31049
09/10/2023,Indonesia,548.89,260.78,54897
11/10/2023,Nigeria,376.04,2535.97,70081
11/10/2023,Germany,2987.31,585.5,96867
11/10/2023,Russia,1356.47,906.09,48864
12/10/2023,Nigeria,2314.06,110.95,1183
12/10/2023,Germany,707.14,1289.91,71030
13/10/2023,Philippines,2823.85,2004.79,94789
13/10/2023,Indonesia,213.81,123.51,82276
13/10/2023,Mexico,3812.25,443.97,8769
14/10/2023,Mexico,5453.37,346.28,27305
14/10/2023,Mexico,2579.27,1146.44,81663
14/10/2023,USA,717.26,2560.45,73802
15/10/2023,China,1716.21,686.48,59191
16/10/2023,Nigeria,2528.68,1451.87,2470
17/10/2023,USA,1998.96,884.9,31805
17/10/2023,Brazil,3040.91,1117.87,82072
17/10/2023,China,1620.84,96.06,83793
17/10/2023,USA,1067.23,3976.61,21393
19/10/2023,China,1329.47,1446.5,60813
19/10/2023,India,3311.61,1295.78,95194
19/10/2023,China,3020.74,2096.91,23888
20/10/2023,Philippines,596.92,864.27,57666
20/10/2023,India,1941.76,2210.31,63349
20/10/2023,Nigeria,1286.42,2403.02,87270
21/10/2023,India,4785.71,783.83,58515
21/10/2023,Germany,938.36,1860.97,76429
21/10/2023,Russia,3998.99,437.16,36769
22/10/2023,USA,1298.6,1158.01,5085
22/10/2023,USA,1572.98,316.56,30155
22/10/2023,USA,1555.51,421.47,60609
22/10/2023,Russia,4898.74,875.08,80662
23/10/2023,Brazil,4163.56,406.2,43011
23/10/2023,Brazil,5587.19,968.91,86676
24/10/2023,Russia,2231.64,1710.77,46362
25/10/2023,Germany,1919.15,566.2,668
25/10/2023,USA,909.83,150,31870
25/10/2023,Germany,710.02,3527.07,4314
25/10/2023,Philippines,465.65,606.04,94245
25/10/2023,Brazil,2401.86,2778.73,68767
26/10/2023,Brazil,2146.17,1972.71,73915
26/10/2023,USA,1726.76,1574.63,47120
26/10/2023,India,888.19,3021.07,56819
26/10/2023,Germany,3229.1,507.94,57341
27/10/2023,Russia,3058.65,592.2,43419
28/10/2023,Germany,663.14,989.21,92596
28/10/2023,Nigeria,1775.17,831.06,39120
28/10/2023,China,1008.17,703.69,1655
28/10/2023,USA,657.87,2413.09,10836
30/10/2023,Indonesia,795.34,5511.68,24632
31/10/2023,India,2952.96,1822.79,59413
31/10/2023,Nigeria,1218.48,1376.24,27682
02/11/2023,Brazil,1397.04,1569.46,39695
02/11/2023,Brazil,353.05,2133.72,60020
03/11/2023,India,2258.38,1286.36,91346
03/11/2023,Germany,3683.14,955.94,58800
03/11/2023,Indonesia,1268.84,1019.96,34509
04/11/2023,Germany,1735.05,411.2,30780
05/11/2023,Nigeria,735.57,756.2,29813
05/11/2023,Indonesia,1777.25,1657.64,90224
06/11/2023,Nigeria,2594.01,3058.87,51209
06/11/2023,China,1425.68,1125.14,22645
06/11/2023,Brazil,5937.61,1895.03,93805
07/11/2023,China,1374.23,2353.78,77857
07/11/2023,Russia,2456.84,612.09,34816
08/11/2023,Russia,240.74,233.82,94019
08/11/2023,Germany,1502.89,1846.89,22902
09/11/2023,India,3151.6,433.23,30614
10/11/2023,Germany,698.46,674.38,63599
10/11/2023,India,625.16,914.23,63386
11/11/2023,Germany,1190.57,2163.64,55033
11/11/2023,Philippines,2710.13,754.89,2016
12/11/2023,Russia,3477.46,265.73,7363
13/11/2023,Russia,2395.79,874.43,90289
13/11/2023,Philippines,2424.9,2005.11,28022
13/11/2023,Mexico,1023.82,1398.34,32709
14/11/2023,Mexico,1755.81,1517.63,15322
14/11/2023,Brazil,782.53,283.77,34842
14/11/2023,USA,3113.73,1298.8,33132
14/11/2023,China,2071.2,1087.92,93381
14/11/2023,Germany,526.95,1153.31,11310
15/11/2023,Mexico,4521.09,324.74,18420
15/11/2023,Nigeria,87.23,2708.42,76064
15/11/2023,Germany,2004.97,696.04,80156
16/11/2023,Philippines,2285.1,1459.79,17644
17/11/2023,Mexico,824.21,2640.57,97843
18/11/2023,Brazil,4741.3,463.34,57204
19/11/2023,China,2575.24,631.16,14076
19/11/2023,Russia,524.23,697.22,40396
19/11/2023,Philippines,1147.17,1043.08,96485
20/11/2023,India,998.19,593.47,57233
21/11/2023,China,2646.11,2412.1,85019
21/11/2023,Nigeria,2164.43,962.03,12893
22/11/2023,Brazil,2471.05,1631.77,32001
22/11/2023,Germany,631.08,1474.62,39943
22/11/2023,Philippines,1213.9,1762.2,7206
25/11/2023,Indonesia,4804.67,1806.72,86380
25/11/2023,Russia,2367.8,1211.52,3785
26/11/2023,Russia,984.12,3208.74,23796
26/11/2023,Nigeria,1584.54,2207.33,825
26/11/2023,Philippines,2031.64,1672.88,33356
27/11/2023,Indonesia,1780.97,413.98,33461
27/11/2023,Philippines,6042.32,95.45,48983
27/11/2023,Nigeria,477.79,1091.04,33008
27/11/2023,Russia,1432.93,1407.31,83127
28/11/2023,Nigeria,1605.83,1170.02,27075
28/11/2023,Indonesia,648.98,694.9,38360
29/11/2023,Germany,2244.1,724.16,89337
29/11/2023,Indonesia,318.06,1177.08,88645
30/11/2023,China,3383.44,1040.52,21550
01/12/2023,Nigeria,1952.25,1330.21,45777
01/12/2023,Indonesia,1855.38,779.7,60715
03/12/2023,China,1112.8,986.25,61536
03/12/2023,China,1054.31,729.67,42370
04/12/2023,Germany,2889.42,2167.36,21700
05/12/2023,Philippines,1372.57,963.43,99764
05/12/2023,China,183.31,1114.4,34015
05/12/2023,Germany,1440.06,392.12,8173
06/12/2023,India,3363.58,635.3,41202
07/12/2023,USA,1897.84,31.19,46870
07/12/2023,Indonesia,4255.37,739.81,80584
07/12/2023,Nigeria,1069.21,3203.55,25508
08/12/2023,India,1284.5,745.4,53539
08/12/2023,Russia,1331.93,1106.99,88717
08/12/2023,China,2796.18,500.36,9777
10/12/2023,Indonesia,1830.1,1488.28,77084
10/12/2023,Indonesia,3113.28,758.68,52833
10/12/2023,Philippines,1806.96,515.88,49703
10/12/2023,China,1400.02,257.83,59049
11/12/2023,Germany,2124.15,228.59,61430
11/12/2023,Philippines,886.37,2623.03,53381
11/12/2023,China,1001.13,195.31,81077
12/12/2023,Brazil,3093.84,1365.6,40249
12/12/2023,India,217.21,2361.85,94831
12/12/2023,Mexico,554.55,1985.12,20192
12/12/2023,India,357.14,1517.99,73006
13/12/2023,USA,2244.61,1324,87709
14/12/2023,Mexico,554.71,792.54,15150
14/12/2023,USA,3234.26,3687.16,21490
15/12/2023,Nigeria,1934.6,959.01,80637
15/12/2023,Brazil,823.72,639.66,73257
15/12/2023,USA,3727.1,1561.75,89318
16/12/2023,Germany,1572.41,2167.93,39748
16/12/2023,Brazil,641.91,484.89,72429
17/12/2023,Philippines,948.99,590.01,66053
18/12/2023,Nigeria,1863.45,2104.45,39934
19/12/2023,Philippines,4885.63,1175.49,74090
20/12/2023,Brazil,367.05,1439.41,14592
20/12/2023,Brazil,1906.83,63.49,20341
20/12/2023,Nigeria,3007.7,3466.37,28888
21/12/2023,Brazil,3964.4,2047.99,41337
22/12/2023,Mexico,499.99,1042.86,28169
22/12/2023,Nigeria,514.69,284.73,62734
22/12/2023,Philippines,1685,102.38,59144
23/12/2023,Germany,2121.61,108.42,90161
24/12/2023,Mexico,1192.16,2203.23,15368
24/12/2023,Germany,999.89,1727.86,39222
24/12/2023,Germany,849.83,937.54,7324
24/12/2023,USA,1230.36,5440.17,27625
27/12/2023,Philippines,1667.55,1016.86,13955
28/12/2023,USA,2425.41,839.41,81022
28/12/2023,India,4779.93,1460.31,36534
29/12/2023,Nigeria,1448.71,1123.91,14928
29/12/2023,Mexico,1244.16,2073.47,1431
31/12/2023,Russia,859.34,1261.37,68382
31/12/2023,Indonesia,612.63,100.42,20761
01/01/2024,USA,688.45,626.51,7010
01/01/2024,Nigeria,2400.45,1770.96,88508
02/01/2024,India,2330.89,714.03,94653
02/01/2024,China,2921.29,2070.97,39450
03/01/2024,India,1243.73,1441.24,87496
04/01/2024,Indonesia,1363.36,1134.92,95570
06/01/2024,USA,1933.95,200.22,17739
06/01/2024,Mexico,491.49,3328.57,75792
06/01/2024,India,908.01,1807.8,25887
07/01/2024,India,3249.47,2580.35,64159
08/01/2024,Russia,2915.88,1289.99,19846
08/01/2024,China,1940.79,334.72,8723
09/01/2024,Indonesia,2354.27,1980.88,53826
09/01/2024,Indonesia,2282.82,1199.89,87293
09/01/2024,Indonesia,1997.91,2389.79,5514
10/01/2024,Mexico,1394.5,972.17,40810
11/01/2024,USA,2229.53,1109.59,21071
11/01/2024,Indonesia,1284.97,631.84,75628
11/01/2024,Russia,935.91,1824.44,9209
11/01/2024,Nigeria,3335.06,516.16,34611
11/01/2024,China,139.94,1785.14,38103
11/01/2024,Russia,2244.86,1443.49,89733
11/01/2024,Germany,1488.48,555.73,39620
12/01/2024,Germany,3291.92,2021.28,83408
12/01/2024,Mexico,435.04,2716.57,46853
13/01/2024,Philippines,2547.4,1756.5,67560
13/01/2024,India,2163.73,336.74,32737
13/01/2024,Brazil,4148.25,1312.08,41746
13/01/2024,Indonesia,2155.53,645.79,40445
14/01/2024,Russia,932.98,2153.41,72055
14/01/2024,Philippines,1417.31,1224.46,58605
15/01/2024,India,1077.84,2083,56922
16/01/2024,USA,2307.8,773.26,32123
16/01/2024,Philippines,740.62,1823.89,42775
16/01/2024,Indonesia,1236.87,4136.87,72219
16/01/2024,Russia,2173.58,1421.94,75514
16/01/2024,India,2131.32,311.54,82768
16/01/2024,Mexico,3468.87,1263.92,80175
16/01/2024,Russia,1533.75,692.61,81470
16/01/2024,Germany,1506.02,1672.9,78268
17/01/2024,Nigeria,872.32,549.47,84774
17/01/2024,Philippines,32.35,493.29,95636
17/01/2024,India,2381.44,1150.25,97858
17/01/2024,Mexico,1325.04,3496.61,53262
18/01/2024,USA,1478.29,162.15,17099
19/01/2024,India,949.8,724.4,9075
20/01/2024,Philippines,1863.65,2445.06,15992
20/01/2024,Russia,1927.88,4883.32,56442
21/01/2024,Mexico,168.86,1407.89,78927
21/01/2024,Germany,2795.96,471.43,89890
22/01/2024,Germany,492.89,1179.54,93616
23/01/2024,China,3231.98,662.95,64975
23/01/2024,India,712.7,933.36,42220
23/01/2024,USA,1699.66,908.83,49161
